,name,year_start,year_end,position,height,weight,height_in_meters
2544,Kendall Marshall,2013,2016,G,6-4,200.0,1.9304000000000001
2545,Rawle Marshall,2006,2007,G,6-9,190.0,2.0574000000000003
2546,Tom Marshall,1955,1959,F,6-4,215.0,1.9304000000000001
2547,Vester Marshall,1974,1974,F,6-7,200.0,2.0066
2548,Bill Martin,1986,1988,F,6-7,205.0,2.0066
2549,Bob Martin,1994,1995,C,7-0,250.0,2.1336
2550,Brian Martin,1986,1986,F,6-9,212.0,2.0574000000000003
2551,Cartier Martin,2009,2015,F,6-7,220.0,2.0066
2552,Cuonzo Martin,1996,1997,G,6-5,213.0,1.9558000000000002
2553,Darrick Martin,1995,2008,G,5-11,170.0,1.8034
2554,Dino Martin,1947,1948,G,5-8,160.0,1.7272
2555,Don Martin,1947,1949,C,6-7,210.0,2.0066
2556,Fernando Martin,1987,1987,C,6-9,220.0,2.0574000000000003
2557,Jarell Martin,2016,2018,F,6-10,239.0,2.0828
2558,Jeff Martin,1990,1991,G,6-5,195.0,1.9558000000000002
2559,Kenyon Martin,2001,2015,F,6-9,234.0,2.0574000000000003
2560,Kevin Martin,2005,2016,G,6-7,199.0,2.0066
2561,LaRue Martin,1973,1976,C,6-11,208.0,2.1082
2562,Maurice Martin,1987,1988,F,6-6,200.0,1.9812000000000003
2563,Phil Martin,1955,1955,G,6-3,190.0,1.9050000000000002
2564,Slater Martin,1950,1960,G,5-10,170.0,1.778
2565,Whitey Martin,1962,1962,G,6-2,185.0,1.8796000000000002
2566,Jamal Mashburn,1994,2004,F,6-8,240.0,2.032
2567,Al Masino,1953,1954,G,5-10,174.0,1.778
2568,Anthony Mason,1990,2003,F,6-7,250.0,2.0066
2569,Desmond Mason,2001,2010,F,6-7,224.0,2.0066
2570,Frank Mason,2018,2018,G,6-0,189.0,1.8288000000000002
2571,Roger Mason,2003,2014,G,6-5,200.0,1.9558000000000002
2572,Tony Massenburg,1991,2005,F,6-9,220.0,2.0574000000000003
2573,Eddie Mast,1971,1973,F,6-9,220.0,2.0574000000000003
2574,Mangok Mathiang,2018,2018,C,6-10,230.0,2.0828
2575,Johnny Mathis,1968,1968,F,6-6,220.0,1.9812000000000003
2576,Wes Matthews,1981,1990,G,6-1,170.0,1.8542000000000003
2577,Wesley Matthews,2010,2018,G,6-5,220.0,1.9558000000000002
2578,Ariel Maughan,1947,1951,F,6-4,190.0,1.9304000000000001
2579,Marlon Maxey,1993,1994,F,6-8,250.0,2.032
2580,Jason Maxiell,2006,2015,F,6-7,260.0,2.0066
2581,Cedric Maxwell,1978,1988,F,6-8,205.0,2.032
2582,Vernon Maxwell,1989,2001,G,6-4,180.0,1.9304000000000001
2583,Don May,1969,1975,F,6-4,200.0,1.9304000000000001
2584,Scott May,1977,1983,F,6-7,215.0,2.0066
2585,Sean May,2006,2010,F,6-9,266.0,2.0574000000000003
2586,Lee Mayberry,1993,1999,G,6-1,172.0,1.8542000000000003
2587,Clyde Mayes,1976,1977,F,6-8,225.0,2.032
2588,Tharon Mayes,1992,1992,G,6-3,175.0,1.9050000000000002
2589,Bill Mayfield,1981,1981,F,6-7,205.0,2.0066
2590,Ken Mayfield,1976,1976,G,6-2,185.0,1.8796000000000002
2591,Eric Maynor,2010,2014,G,6-3,175.0,1.9050000000000002
2592,O.J. Mayo,2009,2016,G,6-5,210.0,1.9558000000000002
2593,Travis Mays,1991,1993,G,6-2,190.0,1.8796000000000002
2594,Matt Mazza,1950,1950,F,6-3,210.0,1.9050000000000002
2595,Luc Mbah a Moute,2009,2018,F,6-8,230.0,2.032
2596,Bob McAdoo,1973,1986,C,6-9,210.0,2.0574000000000003
2597,James Michael McAdoo,2015,2018,F,6-9,230.0,2.0574000000000003
2598,Ken McBride,1955,1955,G,6-3,190.0,1.9050000000000002
2599,Ray McCallum,2014,2016,G,6-3,190.0,1.9050000000000002
2600,Bob McCann,1990,1998,F,6-6,244.0,1.9812000000000003
2601,Brendan McCann,1958,1960,G,6-2,178.0,1.8796000000000002
2602,Mel McCants,1990,1990,F,6-8,240.0,2.032
2603,Rashad McCants,2006,2009,G,6-4,207.0,1.9304000000000001
2604,Mike McCarron,1947,1950,G,5-11,180.0,1.8034
2605,Andre McCarter,1977,1981,G,6-3,190.0,1.9050000000000002
2606,Willie McCarter,1970,1972,G,6-3,175.0,1.9050000000000002
2607,Johnny McCarthy,1957,1964,G,6-1,185.0,1.8542000000000003
2608,Howie McCarty,1947,1947,F,6-2,190.0,1.8796000000000002
2609,Kelly McCarty,1999,1999,G,6-7,200.0,2.0066
2610,Walter McCarty,1997,2006,F,6-10,230.0,2.0828
2611,Amal McCaskill,1997,2004,F,6-11,235.0,2.1082
2612,Patrick McCaw,2017,2018,G,6-7,185.0,2.0066
2613,Dwayne McClain,1986,1986,G,6-6,185.0,1.9812000000000003
2614,Ted McClain,1972,1979,G,6-1,180.0,1.8542000000000003
2615,Dan McClintock,2001,2001,C,7-0,270.0,2.1336
2616,Jack McCloskey,1953,1953,G,6-2,190.0,1.8796000000000002
2617,George McCloud,1990,2002,G,6-6,205.0,1.9812000000000003
2618,C.J. McCollum,2014,2018,G,6-3,190.0,1.9050000000000002
2619,John McConathy,1952,1952,F,6-5,195.0,1.9558000000000002
2620,Bucky McConnell,1953,1953,G,5-10,170.0,1.778
2621,T.J. McConnell,2016,2018,G,6-2,200.0,1.8796000000000002
2622,Keith McCord,1981,1981,G,6-7,210.0,2.0066
2623,Tim McCormick,1985,1992,C,6-11,240.0,2.1082
2624,Jelani McCoy,1999,2008,C,6-10,245.0,2.0828
2625,Paul McCracken,1973,1977,G,6-4,180.0,1.9304000000000001
2626,Chris McCray,2007,2007,G,6-5,192.0,1.9558000000000002
2627,Rodney McCray,1984,1993,F,6-7,220.0,2.0066
2628,Scooter McCray,1984,1987,F,6-9,215.0,2.0574000000000003
2629,Chris McCullough,2016,2018,F,6-11,200.0,2.1082
2630,John McCullough,1982,1982,G,6-4,190.0,1.9304000000000001
2631,Clint McDaniel,1996,1996,G,6-4,180.0,1.9304000000000001
2632,Xavier McDaniel,1986,1998,F,6-7,205.0,2.0066
2633,Jim McDaniels,1972,1978,C,6-11,228.0,2.1082
2634,K.J. McDaniels,2015,2017,G,6-6,205.0,1.9812000000000003
2635,Doug McDermott,2015,2018,F,6-8,225.0,2.032
2636,Ben McDonald,1986,1989,F,6-8,210.0,2.032
2637,Glenn McDonald,1975,1977,F,6-6,190.0,1.9812000000000003
2638,Michael McDonald,1998,1998,C,6-10,232.0,2.0828
2639,Roderick McDonald,1971,1973,F,6-6,205.0,1.9812000000000003
2640,Hank McDowell,1982,1987,F,6-9,215.0,2.0574000000000003
2641,Antonio McDyess,1996,2011,F,6-9,220.0,2.0574000000000003
2642,Jim McElroy,1976,1982,G,6-3,190.0,1.9050000000000002
2643,Patrick McFarland,1974,1976,F,6-5,185.0,1.9558000000000002
2644,Ivan McFarlin,2007,2007,F,6-8,240.0,2.032
2645,Mel McGaha,1949,1949,G,6-1,190.0,1.8542000000000003
2646,Mitch McGary,2015,2016,F,6-10,255.0,2.0828
2647,JaVale McGee,2009,2018,C,7-0,270.0,2.1336
2648,Mike McGee,1982,1990,G,6-5,190.0,1.9558000000000002
2649,Bill McGill,1963,1970,C,6-9,225.0,2.0574000000000003
2650,George McGinnis,1972,1982,F,6-8,235.0,2.032
2651,Jon McGlocklin,1966,1976,G,6-5,205.0,1.9558000000000002
2652,Tracy McGrady,1998,2012,F,6-8,210.0,2.032
2653,Gil McGregor,1972,1972,F,6-8,240.0,2.032
2654,Elton McGriff,1968,1969,C,6-9,225.0,2.0574000000000003
2655,Rodney McGruder,2017,2017,G,6-4,205.0,1.9304000000000001
2656,Alfred McGuire,1952,1955,G,6-2,180.0,1.8796000000000002
2657,Allie McGuire,1974,1974,G,6-3,175.0,1.9050000000000002
2658,Dick McGuire,1950,1960,G,6-0,180.0,1.8288000000000002
2659,Dominic McGuire,2008,2013,F,6-9,220.0,2.0574000000000003
2660,Kevin McHale,1981,1993,F,6-10,210.0,2.0828
2661,Maurice McHartley,1968,1970,G,6-3,185.0,1.9050000000000002
2662,Jim McIlvaine,1995,2001,C,7-1,240.0,2.159
2663,Jeff McInnis,1997,2008,G,6-4,190.0,1.9304000000000001
2664,Kenny McIntosh,1972,1975,F,6-7,225.0,2.0066
2665,Bob McIntyre,1968,1970,F,6-6,215.0,1.9812000000000003
2666,Jerry McKee,1970,1970,G,6-3,190.0,1.9050000000000002
2667,Kevin McKenna,1982,1988,G,6-5,195.0,1.9558000000000002
2668,Forrest McKenzie,1987,1987,F,6-7,200.0,2.0066
2669,Stan McKenzie,1968,1974,F,6-5,195.0,1.9558000000000002
2670,Derrick McKey,1988,2002,F,6-9,205.0,2.0574000000000003
2671,Aaron McKie,1995,2007,G,6-5,209.0,1.9558000000000002
2672,Billy McKinney,1979,1986,G,6-0,160.0,1.8288000000000002
2673,Bones McKinney,1947,1952,F,6-6,185.0,1.9812000000000003
2674,Carlton McKinney,1990,1992,G,6-4,190.0,1.9304000000000001
2675,Alfonzo McKinnie,2018,2018,F,6-8,215.0,2.032
2676,Ben McLemore,2014,2018,G,6-5,195.0,1.9558000000000002
2677,McCoy McLemore,1965,1972,F,6-7,230.0,2.0066
2678,George McLeod,1953,1953,F,6-5,200.0,1.9558000000000002
2679,Keith McLeod,2004,2007,G,6-2,188.0,1.8796000000000002
2680,Roshown McLeod,1999,2001,F,6-8,221.0,2.032
2681,Jack McMahon,1953,1960,G,6-1,185.0,1.8542000000000003
2682,Nate McMillan,1987,1998,G,6-5,195.0,1.9558000000000002
2683,Tom McMillen,1976,1986,F,6-11,215.0,2.1082
2684,Jim McMillian,1971,1979,F,6-5,215.0,1.9558000000000002
2685,Shellie McMillon,1959,1962,F,6-5,205.0,1.9558000000000002
2686,Mal McMullen,1950,1951,F,6-5,210.0,1.9558000000000002
2687,Chet McNabb,1948,1948,F,6-2,200.0,1.8796000000000002
2688,Mark McNamara,1983,1991,C,6-11,235.0,2.1082
2689,Joe McNamee,1951,1952,F,6-6,210.0,1.9812000000000003
2690,Jerel McNeal,2015,2015,G,6-3,200.0,1.9050000000000002
2691,Chris McNealy,1986,1988,F,6-7,210.0,2.0066
2692,Bob McNeill,1961,1962,G,6-1,170.0,1.8542000000000003
2693,Larry McNeill,1974,1979,F,6-9,195.0,2.0574000000000003
2694,Carl McNulty,1955,1955,G,6-3,185.0,1.9050000000000002
2695,Paul McPherson,2001,2001,G,6-4,210.0,1.9304000000000001
2696,Roy McPipe,1975,1975,G,6-3,205.0,1.9050000000000002
2697,Cozell McQueen,1987,1987,F,6-11,235.0,2.1082
2698,Jordan McRae,2016,2017,G,6-6,185.0,1.9812000000000003
2699,Thales McReynolds,1966,1966,G,6-3,185.0,1.9050000000000002
2700,Josh McRoberts,2008,2017,F,6-10,240.0,2.0828
2701,Eric McWilliams,1973,1973,F,6-8,200.0,2.032
2702,George Mearns,1947,1948,F,6-3,175.0,1.9050000000000002
2703,Stanislav Medvedenko,2001,2007,F,6-10,250.0,2.0828
2704,Darnell Mee,1994,1995,G,6-5,175.0,1.9558000000000002
2705,Jodie Meeks,2010,2018,G,6-4,210.0,1.9304000000000001
2706,Cliff Meely,1972,1976,F,6-8,215.0,2.032
2707,Scott Meents,1990,1991,F,6-10,225.0,2.0828
2708,Dick Mehen,1950,1952,F,6-5,195.0,1.9558000000000002
2709,Monk Meineke,1953,1958,F,6-7,208.0,2.0066
2710,Carl Meinhold,1948,1949,G,6-2,185.0,1.8796000000000002
2711,Salah Mejri,2016,2018,C,7-1,245.0,2.159
2712,Gal Mekel,2014,2015,G,6-3,191.0,1.9050000000000002
2713,Bill Melchionni,1967,1976,G,6-1,165.0,1.8542000000000003
2714,Gary Melchionni,1974,1975,G,6-2,185.0,1.8796000000000002
2715,Fab Melo,2013,2013,C,7-0,255.0,2.1336
2716,Ed Melvin,1947,1947,G,5-9,170.0,1.7526
2717,Dean Meminger,1972,1977,G,6-0,175.0,1.8288000000000002
2718,Chuck Mencel,1956,1957,G,6-0,168.0,1.8288000000000002
2719,John Mengelt,1972,1981,G,6-2,195.0,1.8796000000000002
2720,Ken Menke,1950,1950,G,6-0,168.0,1.8288000000000002
2721,Pops Mensah-Bonsu,2007,2011,F,6-9,240.0,2.0574000000000003
2722,Dewitt Menyard,1968,1968,C,6-10,210.0,2.0828
2723,Ron Mercer,1998,2005,G,6-7,210.0,2.0066
2724,Joe Meriweather,1976,1985,C,6-10,215.0,2.0828
2725,Porter Meriwether,1963,1963,G,6-2,180.0,1.8796000000000002
2726,Tom Meschery,1962,1971,F,6-6,215.0,1.9812000000000003
2727,Bill Meyer,1968,1968,G,6-3,195.0,1.9050000000000002
2728,Loren Meyer,1996,1999,C,6-10,257.0,2.0828
2729,Dave Meyers,1976,1980,F,6-8,215.0,2.032
2730,Stan Miasek,1947,1953,C,6-5,210.0,1.9558000000000002
2731,Larry Micheaux,1984,1985,F,6-9,220.0,2.0574000000000003
2732,Jordan Mickey,2016,2018,F,6-8,235.0,2.032
2733,Khris Middleton,2013,2018,F,6-8,234.0,2.032
2734,Red Mihalik,1947,1947,G,6-0,180.0,1.8288000000000002
2735,Chris Mihm,2001,2009,C,7-0,265.0,2.1336
2736,Ed Mikan,1949,1954,C,6-8,230.0,2.032
2737,George Mikan,1949,1956,C,6-10,245.0,2.0828
2738,Larry Mikan,1971,1971,F,6-7,210.0,2.0066
2739,Vern Mikkelsen,1950,1959,F,6-7,230.0,2.0066
2740,Al Miksis,1950,1950,C,6-7,210.0,2.0066
2741,Aaron Miles,2006,2006,G,6-1,175.0,1.8542000000000003
2742,C.J. Miles,2006,2018,G,6-6,225.0,1.9812000000000003
2743,Darius Miles,2001,2009,F,6-9,210.0,2.0574000000000003
2744,Eddie Miles,1964,1972,G,6-4,195.0,1.9304000000000001
2745,Marko Milic,1998,1999,G,6-6,235.0,1.9812000000000003
2746,Darko Milicic,2004,2013,F,7-0,250.0,2.1336
2747,Nat Militzok,1947,1947,F,6-3,195.0,1.9050000000000002
2748,Andre Miller,2000,2016,G,6-3,200.0,1.9050000000000002
2749,Anthony Miller,1995,2005,F,6-9,225.0,2.0574000000000003
2750,Bill Miller,1949,1949,F,6-3,190.0,1.9050000000000002
2751,Bob Miller,1984,1984,F,6-10,230.0,2.0828
2752,Brad Miller,1999,2012,C,6-11,244.0,2.1082
2753,Darius Miller,2013,2018,F,6-8,235.0,2.032
2754,Dick Miller,1981,1981,F,6-6,215.0,1.9812000000000003
2755,Eddie Miller,1953,1954,C,6-8,225.0,2.032
2756,Harry Miller,1947,1947,C,6-4,230.0,1.9304000000000001
2757,Jay Miller,1968,1971,F,6-5,205.0,1.9558000000000002
2758,Larry Miller,1969,1975,G,6-4,190.0,1.9304000000000001
2759,Malcolm Miller,2018,2018,F,6-7,210.0,2.0066
2760,Mike Miller,2001,2017,F,6-8,218.0,2.032
2761,Oliver Miller,1993,2004,C,6-9,280.0,2.0574000000000003
2762,Quincy Miller,2013,2015,F,6-9,210.0,2.0574000000000003
2763,Reggie Miller,1988,2005,G,6-7,185.0,2.0066
2764,Walt Miller,1947,1947,F,6-2,190.0,1.8796000000000002
2765,Chris Mills,1994,2003,F,6-6,215.0,1.9812000000000003
2766,John Mills,1947,1947,C,6-8,203.0,2.032
2767,Patty Mills,2010,2018,G,6-0,185.0,1.8288000000000002
2768,Terry Mills,1991,2001,F,6-10,230.0,2.0828
2769,Elijah Millsap,2015,2017,G,6-6,225.0,1.9812000000000003
2770,Paul Millsap,2007,2018,F,6-8,246.0,2.032
2771,Harold Miner,1993,1996,G,6-5,210.0,1.9558000000000002
2772,Yao Ming,2003,2011,C,7-6,310.0,2.286
2773,Dirk Minniefield,1986,1988,G,6-3,180.0,1.9050000000000002
2774,Dave Minor,1952,1953,G,6-2,185.0,1.8796000000000002
2775,Greg Minor,1995,1999,G,6-6,210.0,1.9812000000000003
2776,Mark Minor,1973,1973,F,6-6,215.0,1.9812000000000003
2777,Nikola Mirotic,2015,2018,F,6-10,220.0,2.0828
2778,Wat Misaka,1948,1948,G,5-7,150.0,1.7018
2779,Jason Miskiri,2000,2000,G,6-2,175.0,1.8796000000000002
2780,Donovan Mitchell,2018,2018,G,6-3,211.0,1.9050000000000002
2781,Leland Mitchell,1968,1968,G,6-4,210.0,1.9304000000000001
2782,Mike Mitchell,1979,1988,F,6-7,215.0,2.0066
2784,Sam Mitchell,1990,2002,F,6-6,210.0,1.9812000000000003
2785,Todd Mitchell,1989,1989,F,6-7,205.0,2.0066
2786,Tony Mitchell,2014,2014,F,6-6,216.0,1.9812000000000003
2787,Tony Mitchell,2014,2014,F,6-8,235.0,2.032
2788,Steve Mix,1970,1983,F,6-7,215.0,2.0066
2789,Bill Mlkvy,1953,1953,F,6-4,190.0,1.9304000000000001
2790,Cuttino Mobley,1999,2009,G,6-4,190.0,1.9304000000000001
2791,Eric Mobley,1995,1997,C,6-11,235.0,2.1082
2792,Doug Moe,1968,1972,F,6-5,215.0,1.9558000000000002
2793,Larry Moffett,1978,1978,F,6-8,210.0,2.032
2794,Leo Mogus,1947,1951,F,6-4,190.0,1.9304000000000001
2795,Nazr Mohammed,1999,2016,C,6-10,221.0,2.0828
2796,Jerome Moiso,2001,2005,F,6-10,235.0,2.0828
2797,Paul Mokeski,1980,1991,C,7-0,250.0,2.1336
2798,Jack Molinas,1954,1954,F,6-6,200.0,1.9812000000000003
2799,Wayne Molis,1967,1968,F,6-8,230.0,2.032
2800,Sidney Moncrief,1980,1991,G,6-3,180.0,1.9050000000000002
2801,Eric Money,1975,1980,G,6-0,170.0,1.8288000000000002
2802,Sergei Monia,2006,2006,F,6-8,220.0,2.032
2803,Malik Monk,2018,2018,G,6-3,200.0,1.9050000000000002
2804,Earl Monroe,1968,1980,G,6-3,185.0,1.9050000000000002
2805,Greg Monroe,2011,2018,C,6-11,265.0,2.1082
2806,Rodney Monroe,1992,1992,G,6-3,185.0,1.9050000000000002
2807,Luis Montero,2016,2016,G,6-7,185.0,2.0066
2808,Howie Montgomery,1963,1963,F,6-5,220.0,1.9558000000000002
2809,Eric Montross,1995,2002,C,7-0,270.0,2.1336
2810,Jamario Moon,2008,2012,F,6-8,205.0,2.032
2811,Jim Mooney,1953,1953,F,6-5,215.0,1.9558000000000002
2812,Andre Moore,1988,1988,F,6-9,215.0,2.0574000000000003
2813,E'Twaun Moore,2012,2018,G,6-4,191.0,1.9304000000000001
2814,Gene Moore,1969,1975,C,6-9,225.0,2.0574000000000003
2815,Jackie Moore,1955,1957,F,6-5,180.0,1.9558000000000002
2816,Johnny Moore,1981,1990,G,6-1,175.0,1.8542000000000003
2817,Larry Moore,1968,1968,F,6-7,215.0,2.0066
2818,Lowes Moore,1981,1983,G,6-1,170.0,1.8542000000000003
2819,Mikki Moore,1999,2012,C,6-11,225.0,2.1082
2820,Otto Moore,1969,1977,C,6-11,205.0,2.1082
2821,Richard Moore,1968,1968,G,6-2,190.0,1.8796000000000002
2822,Ron Moore,1988,1988,C,7-0,260.0,2.1336
2823,Tracy Moore,1992,1997,G,6-4,200.0,1.9304000000000001
2824,Eric Moreland,2015,2018,F,6-10,238.0,2.0828
2825,Jackie Moreland,1961,1970,F,6-7,215.0,2.0066
2826,Guy Morgan,1983,1983,G,6-8,205.0,2.032
2827,Rex Morgan,1971,1972,G,6-5,190.0,1.9558000000000002
2828,Elmore Morgenthaler,1947,1949,C,6-9,230.0,2.0574000000000003
2829,Darren Morningstar,1994,1994,C,6-10,235.0,2.0828
2830,Chris Morris,1989,1999,F,6-8,210.0,2.032
2831,Darius Morris,2012,2015,G,6-4,190.0,1.9304000000000001
2832,Isaiah Morris,1993,1993,F,6-8,229.0,2.032
2833,Marcus Morris,2012,2018,F,6-9,235.0,2.0574000000000003
2834,Markieff Morris,2012,2018,F,6-10,245.0,2.0828
2835,Max Morris,1950,1950,F,6-2,195.0,1.8796000000000002
2836,Monte Morris,2018,2018,G,6-3,175.0,1.9050000000000002
2837,Randolph Morris,2007,2010,C,6-10,266.0,2.0828
2838,Terence Morris,2002,2006,F,6-9,221.0,2.0574000000000003
2839,Adam Morrison,2007,2010,F,6-8,205.0,2.032
2840,John Morrison,1968,1968,G,6-2,190.0,1.8796000000000002
2841,Mike Morrison,1990,1990,G,6-4,195.0,1.9304000000000001
2842,Red Morrison,1955,1958,F,6-8,220.0,2.032
2843,Anthony Morrow,2009,2017,G,6-5,210.0,1.9558000000000002
2844,Dwayne Morton,1995,1995,F,6-7,195.0,2.0066
2845,John Morton,1990,1992,G,6-3,180.0,1.9050000000000002
2846,Richard Morton,1989,1989,G,6-3,190.0,1.9050000000000002
2847,Glenn Mosley,1978,1979,F,6-8,195.0,2.032
2848,Perry Moss,1986,1987,G,6-2,185.0,1.8796000000000002
2849,Lawrence Moten,1996,1998,G,6-5,185.0,1.9558000000000002
2850,Donatas Motiejunas,2013,2017,F,7-0,222.0,2.1336
2851,Johnathan Motley,2018,2018,F,6-9,238.0,2.0574000000000003
2852,Hanno Mottola,2001,2002,C,6-11,247.0,2.1082
2853,Arnett Moultrie,2013,2014,F,6-11,249.0,2.1082
2854,Rick Mount,1971,1975,G,6-3,175.0,1.9050000000000002
2855,Alonzo Mourning,1993,2008,C,6-10,240.0,2.0828
2856,Timofey Mozgov,2011,2018,C,7-1,275.0,2.159
2857,Chuck Mrazovich,1951,1951,F,6-5,185.0,1.9558000000000002
2858,Emmanuel Mudiay,2016,2018,G,6-5,200.0,1.9558000000000002
2859,Erwin Mueller,1967,1974,C,6-8,230.0,2.032
2860,Shabazz Muhammad,2014,2018,F,6-6,223.0,1.9812000000000003
2861,Joe Mullaney,1950,1950,G,6-0,165.0,1.8288000000000002
2862,Bob Mullens,1947,1947,G,6-1,175.0,1.8542000000000003
2863,Byron Mullens,2010,2014,C,7-0,275.0,2.1336
2864,Chris Mullin,1986,2001,F,6-6,200.0,1.9812000000000003
2865,Jeff Mullins,1965,1976,G,6-4,190.0,1.9304000000000001
2866,Todd Mundt,1996,1996,C,7-0,250.0,2.1336
2867,Xavier Munford,2016,2016,G,6-2,180.0,1.8796000000000002
2868,Chris Munk,1991,1991,F,6-9,225.0,2.0574000000000003
2869,George Munroe,1947,1948,G,5-11,170.0,1.8034
2870,Eric Murdock,1992,2000,G,6-1,190.0,1.8542000000000003
2871,Gheorghe Muresan,1994,2000,C,7-7,303.0,2.3114
2872,Allen Murphy,1976,1977,G,6-5,190.0,1.9558000000000002
2873,Calvin Murphy,1971,1983,G,5-9,165.0,1.7526
2874,Dick Murphy,1947,1947,G,6-1,175.0,1.8542000000000003
2875,Erik Murphy,2014,2014,F,6-10,230.0,2.0828
2876,Jay Murphy,1985,1988,F,6-9,220.0,2.0574000000000003
2877,John Murphy,1947,1947,F,6-2,175.0,1.8796000000000002
2878,Kevin Murphy,2013,2013,G,6-5,185.0,1.9558000000000002
2879,Ronnie Murphy,1988,1988,F,6-5,225.0,1.9558000000000002
2880,Tod Murphy,1988,1994,C,6-9,220.0,2.0574000000000003
2881,Troy Murphy,2002,2013,F,6-11,245.0,2.1082
2882,Dejounte Murray,2017,2018,G,6-5,170.0,1.9558000000000002
2883,Jamal Murray,2017,2018,G,6-4,207.0,1.9304000000000001
2884,Ken Murray,1951,1955,G,6-2,190.0,1.8796000000000002
2885,Lamond Murray,1995,2006,F,6-7,236.0,2.0066
2886,Ronald Murray,2003,2010,G,6-4,190.0,1.9304000000000001
2887,Tracy Murray,1993,2004,F,6-7,225.0,2.0066
2888,Willie Murrell,1968,1970,F,6-6,225.0,1.9812000000000003
2889,Dorie Murrey,1967,1972,F,6-8,215.0,2.032
2890,Toure' Murry,2014,2015,G,6-5,195.0,1.9558000000000002
2891,Mike Muscala,2014,2018,F,6-11,240.0,2.1082
2892,Angelo Musi,1947,1949,G,5-9,145.0,1.7526
2893,Jerrod Mustaf,1991,1994,F,6-10,238.0,2.0828
2894,Dikembe Mutombo,1992,2009,C,7-2,245.0,2.1844
2895,Martin Muursepp,1997,1998,F,6-9,235.0,2.0574000000000003
2896,Pete Myers,1987,1998,G,6-6,180.0,1.9812000000000003
2897,Hamady N'Diaye,2011,2014,C,7-0,235.0,2.1336
2898,Makhtar N'Diaye,1999,1999,F,6-8,245.0,2.032
2899,Mamadou N'Diaye,2001,2005,C,7-0,255.0,2.1336
2900,Boniface N'Dong,2006,2006,C,7-0,198.0,2.1336
2901,Bob Naber,1953,1953,F,6-3,185.0,1.9050000000000002
2902,Boris Nachamkin,1955,1955,F,6-6,210.0,1.9812000000000003
2903,Bostjan Nachbar,2003,2008,F,6-9,221.0,2.0574000000000003
2904,Abdel Nader,2018,2018,F,6-6,230.0,1.9812000000000003
2905,Jerry Nagel,1950,1950,G,6-0,190.0,1.8288000000000002
2906,Fritz Nagy,1949,1949,G,6-2,185.0,1.8796000000000002
2907,Lee Nailon,2001,2006,F,6-9,238.0,2.0574000000000003
2908,Eduardo Najera,2001,2012,F,6-8,240.0,2.032
2909,Larry Nance,1982,1994,F,6-10,205.0,2.0828
2910,Larry Nance,2016,2018,F,6-9,230.0,2.0574000000000003
2911,Shabazz Napier,2015,2018,G,6-1,175.0,1.8542000000000003
2912,Paul Napolitano,1949,1949,F,6-2,185.0,1.8796000000000002
2913,Bob Nash,1973,1979,F,6-8,195.0,2.032
2914,Cotton Nash,1965,1968,F,6-5,215.0,1.9558000000000002
2915,Steve Nash,1997,2014,G,6-3,195.0,1.9050000000000002
2916,Swen Nater,1974,1984,C,6-11,240.0,2.1082
2917,Howard Nathan,1996,1996,G,5-11,175.0,1.8034
2918,Calvin Natt,1980,1990,F,6-6,220.0,1.9812000000000003
2919,Kenny Natt,1981,1985,G,6-3,185.0,1.9050000000000002
2920,Willie Naulls,1957,1966,F,6-6,225.0,1.9812000000000003
2921,Juan Carlos Navarro,2008,2008,G,6-3,170.0,1.9050000000000002
2922,Maurice Ndour,2017,2017,F,6-9,200.0,2.0574000000000003
2923,Craig Neal,1989,1991,G,6-5,165.0,1.9558000000000002
2924,Gary Neal,2011,2017,G,6-4,210.0,1.9304000000000001
2925,Jim Neal,1954,1955,C,6-11,235.0,2.1082
2926,Lloyd Neal,1973,1979,C,6-7,225.0,2.0066
2927,Ed Nealy,1983,1993,F,6-7,238.0,2.0066
2928,Nemanja Nedovic,2014,2014,G,6-3,192.0,1.9050000000000002
2929,Al Negratti,1947,1947,F,6-3,200.0,1.9050000000000002
2930,Barry Nelson,1972,1972,C,6-10,230.0,2.0828
2931,DeMarcus Nelson,2009,2009,G,6-4,200.0,1.9304000000000001
2932,Don Nelson,1963,1976,F,6-6,210.0,1.9812000000000003
2933,Jameer Nelson,2005,2018,G,6-0,190.0,1.8288000000000002
2934,Louie Nelson,1974,1978,G,6-3,190.0,1.9050000000000002
2935,Ron Nelson,1971,1971,G,6-2,175.0,1.8796000000000002
2936,Ruben Nembhard,1997,1997,G,6-3,208.0,1.9050000000000002
2937,Dick Nemelka,1971,1971,G,6-0,175.0,1.8288000000000002
2938,Tyrone Nesby,1999,2002,F,6-6,225.0,1.9812000000000003
2939,Martin Nessley,1988,1988,C,7-2,260.0,2.1844
2940,Rasho Nesterovic,1999,2010,C,7-0,248.0,2.1336
2941,Raul Neto,2016,2018,G,6-1,179.0,1.8542000000000003
2942,Bob Netolicky,1968,1976,F,6-9,220.0,2.0574000000000003
2943,Johnny Neumann,1972,1978,G,6-6,200.0,1.9812000000000003
2944,Paul Neumann,1962,1967,G,6-1,175.0,1.8542000000000003
2945,Chuck Nevitt,1983,1994,C,7-5,217.0,2.2606
2946,Melvin Newbern,1993,1993,G,6-4,200.0,1.9304000000000001
2947,Ivano Newbill,1995,1998,F,6-9,245.0,2.0574000000000003
2948,Ira Newble,2001,2008,F,6-7,220.0,2.0066
